Dereplication_Type_Comparison	Evolutionary_Statistic	Homolog_Group	Value_1	Value_2
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2181	-1.0529740739981581	-0.9468011583360318
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2193	-1.0745820505174621	-0.9429234153451126
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2164	-0.16651854183203896	-0.11176049443880601
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2171	-0.39979972293229804	-0.3884922882915239
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2174	NA	-0.16773896772985483
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2182	-1.1067971345040648	-1.0163453200542978
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2196	-1.0413449149582579	-0.8911142850177148
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2197	-1.159638117419954	-0.9475734372717225
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2166	-1.1976714186510031	-1.1307344066204903
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2200	-1.1184699217292557	-1.0010978366711487
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2168	-0.240003129323702	-0.2363459543484972
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2167	-1.1601861673150655	-1.0997784034960507
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2191	-1.0981500366173256	-0.9699962449413937
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2177	-1.0407227829994419	-0.9323494371548571
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2165	-0.8661867137884872	-0.8065188057911158
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2194	-1.3236383730720749	-1.1371136347379154
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2179	-1.1237056332989552	-0.9535419532362309
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2183	-1.3934677330266179	-0.911917990533541
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2172	-0.9931760711696744	-0.9099434274102293
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2180	-1.05831950369526	NA
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2170	-0.10680399336239868	-0.1048943575418667
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2169	-0.09302697749419651	-0.09193573098201707
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2184	-1.2748454097590076	-1.1684078535577025
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2198	-1.2140154863024277	-1.1000885349859446
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2190	-1.0017621936979366	-0.8505073433452729
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2195	-1.1275354759310545	-0.9944942189130107
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2176	-1.2349945072365724	-1.1541839825532132
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2199	-1.087843310503522	-0.9484894538218844
GW Drep vs. No Drep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2189	-0.8694492317790392	-0.793364230099346
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2178	-1.7814054463015319	-1.9651809046811326
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2192	-1.9655139254755838	-2.0600133087977364
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2181	-1.8260295619953366	-1.9433186011249906
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2193	-1.9768911076820992	-2.110877880362283
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2164	-0.5172088158709913	-0.730501401746427
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2171	-0.8962713979677626	-0.9431016859875623
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2174	NA	-0.8912023967426517
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2182	-1.7880024076879728	-1.8935828320297194
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2196	-1.8164260857819816	-1.875820933021699
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2197	-1.932265259230699	-1.981902649155987
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2166	-1.654175210029115	-1.6953486234855037
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2200	-1.8305128407137905	-1.889194946501584
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2168	-0.5942650561142743	-0.6841796966825989
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2167	-1.5558487837294386	-1.570329743206275
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2191	-1.9505170222055555	-2.052830807725922
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2177	-1.7861563920733807	-1.9104335937573595
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2165	-1.4598819291298675	-1.4945873122773303
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2194	-2.111666928955418	-2.174936205065453
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2179	-1.8427883132085332	-1.975756668901401
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2183	-2.128314419339573	-2.279079487482733
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2172	-1.569097588947986	-1.6632029483694455
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2180	-1.814395269320629	NA
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2170	-0.39839783125194905	-0.4286295664951254
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2169	-0.3323643689743443	-0.34491093248019405
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2184	-1.9570462688024437	-2.076591726813569
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2198	-1.994864206680927	-2.136991671055683
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2190	-1.6962353675510504	-1.8532254091037434
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2195	-1.8721090950783714	-1.9469478071445285
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2176	-1.9048075565759848	-2.1008395905447004
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2199	-1.8947758966081856	-2.0789815512478045
GW Drep vs. No Drep	2. Entropy (log10 PC of 1e-5)	EF2189	-1.4903156244203173	-1.571939836491019
GW Drep vs. No Drep	3. Median BetaRDgc	EF2178	0.99486183	0.997881336
GW Drep vs. No Drep	3. Median BetaRDgc	EF2192	1.002953543	1.000807164
GW Drep vs. No Drep	3. Median BetaRDgc	EF2181	0.996649535	0.997735576
GW Drep vs. No Drep	3. Median BetaRDgc	EF2193	1.002058218	1.002620025
GW Drep vs. No Drep	3. Median BetaRDgc	EF2164	0.552751976	0.969005161
GW Drep vs. No Drep	3. Median BetaRDgc	EF2171	0.993453113	0.996933122
GW Drep vs. No Drep	3. Median BetaRDgc	EF2174	NA	0.977001289
GW Drep vs. No Drep	3. Median BetaRDgc	EF2182	1.003058104	1.002925997
GW Drep vs. No Drep	3. Median BetaRDgc	EF2196	0.991849225	0.992655304
GW Drep vs. No Drep	3. Median BetaRDgc	EF2197	1.000436381	0.99972429
GW Drep vs. No Drep	3. Median BetaRDgc	EF2166	0.99696346	0.997257714
GW Drep vs. No Drep	3. Median BetaRDgc	EF2200	1.000701754	1
GW Drep vs. No Drep	3. Median BetaRDgc	EF2168	0.55342346	0.957547363
GW Drep vs. No Drep	3. Median BetaRDgc	EF2167	0.990343382	0.990405457
GW Drep vs. No Drep	3. Median BetaRDgc	EF2191	0.999955763	1
GW Drep vs. No Drep	3. Median BetaRDgc	EF2177	1.001172156	1.001164577
GW Drep vs. No Drep	3. Median BetaRDgc	EF2165	0.986945646	0.986547285
GW Drep vs. No Drep	3. Median BetaRDgc	EF2194	1.003533569	1.002967776
GW Drep vs. No Drep	3. Median BetaRDgc	EF2179	1	1.00031365
GW Drep vs. No Drep	3. Median BetaRDgc	EF2183	1.003533569	1.002967776
GW Drep vs. No Drep	3. Median BetaRDgc	EF2172	0.998527414	0.999309401
GW Drep vs. No Drep	3. Median BetaRDgc	EF2180	0.997455352	NA
GW Drep vs. No Drep	3. Median BetaRDgc	EF2170	0.533123904	0.531094258
GW Drep vs. No Drep	3. Median BetaRDgc	EF2169	0.361864622	0.363384393
GW Drep vs. No Drep	3. Median BetaRDgc	EF2184	1.003434167	1.002995324
GW Drep vs. No Drep	3. Median BetaRDgc	EF2198	1.003322259	1.002932551
GW Drep vs. No Drep	3. Median BetaRDgc	EF2190	0.995085891	0.995957473
GW Drep vs. No Drep	3. Median BetaRDgc	EF2195	0.998700768	0.998643761
GW Drep vs. No Drep	3. Median BetaRDgc	EF2176	0.999563773	0.999601752
GW Drep vs. No Drep	3. Median BetaRDgc	EF2199	1.002590674	1.002589754
GW Drep vs. No Drep	3. Median BetaRDgc	EF2189	0.977604658	0.96991765
GW Drep vs. No Drep	4. Max BetaRDgc	EF2178	1.005194805	1.006514658
GW Drep vs. No Drep	4. Max BetaRDgc	EF2192	1.009132326	1.010443864
GW Drep vs. No Drep	4. Max BetaRDgc	EF2181	1.003058104	1.004234734
GW Drep vs. No Drep	4. Max BetaRDgc	EF2193	1.006410256	1.00923751
GW Drep vs. No Drep	4. Max BetaRDgc	EF2164	1.003367612	1.004594181
GW Drep vs. No Drep	4. Max BetaRDgc	EF2171	1.004757721	1.005242903
GW Drep vs. No Drep	4. Max BetaRDgc	EF2174	NA	1.003623188
GW Drep vs. No Drep	4. Max BetaRDgc	EF2182	1.006708136	1.008510638
GW Drep vs. No Drep	4. Max BetaRDgc	EF2196	1.005194805	1.006134969
GW Drep vs. No Drep	4. Max BetaRDgc	EF2197	1.005813953	1.00923751
GW Drep vs. No Drep	4. Max BetaRDgc	EF2166	1.005850319	1.007142857
GW Drep vs. No Drep	4. Max BetaRDgc	EF2200	1.006410256	1.00923751
GW Drep vs. No Drep	4. Max BetaRDgc	EF2168	1.00444299	1.00486618
GW Drep vs. No Drep	4. Max BetaRDgc	EF2167	1.003894854	1.005968178
GW Drep vs. No Drep	4. Max BetaRDgc	EF2191	1.005641749	1.007756102
GW Drep vs. No Drep	4. Max BetaRDgc	EF2177	1.008203445	1.008203445
GW Drep vs. No Drep	4. Max BetaRDgc	EF2165	1.003623188	1.00493935
GW Drep vs. No Drep	4. Max BetaRDgc	EF2194	1.006976744	1.00923751
GW Drep vs. No Drep	4. Max BetaRDgc	EF2179	1.006055703	1.007189594
GW Drep vs. No Drep	4. Max BetaRDgc	EF2183	1.009199987	1.010734302
GW Drep vs. No Drep	4. Max BetaRDgc	EF2172	1.009132326	1.008695652
GW Drep vs. No Drep	4. Max BetaRDgc	EF2180	1.005375385	NA
GW Drep vs. No Drep	4. Max BetaRDgc	EF2170	1.005850319	1.006355932
GW Drep vs. No Drep	4. Max BetaRDgc	EF2169	1.004914477	1.005461489
GW Drep vs. No Drep	4. Max BetaRDgc	EF2184	1.009199987	1.010734302
GW Drep vs. No Drep	4. Max BetaRDgc	EF2198	1.006410256	1.00923751
GW Drep vs. No Drep	4. Max BetaRDgc	EF2190	1.007194245	1.008
GW Drep vs. No Drep	4. Max BetaRDgc	EF2195	1.006557864	1.007189594
GW Drep vs. No Drep	4. Max BetaRDgc	EF2176	1.006557864	1.006681959
GW Drep vs. No Drep	4. Max BetaRDgc	EF2199	1.009132326	1.010541072
GW Drep vs. No Drep	4. Max BetaRDgc	EF2189	1.005641749	1.007334963
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2178	44	52
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2192	32	36
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2181	130	153
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2193	12	12
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2164	232	195
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2171	62	74
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2174	NA	329
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2182	50	54
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2196	19	26
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2197	15	18
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2166	41	45
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2200	24	31
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2168	78	79
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2167	20	24
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2191	28	21
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2177	37	45
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2165	66	72
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2194	23	26
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2179	63	77
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2183	13	20
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2172	22	23
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2180	76	NA
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2170	161	168
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2169	217	209
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2184	9	9
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2198	36	49
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2190	26	28
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2195	25	23
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2176	20	19
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2199	27	28
GW Drep vs. No Drep	7. FUBAR Sel. Sites	EF2189	12	16
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2178	-2.215139075	-2.032205531
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2192	-2.935383556	-2.666986313
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2181	-2.251650468	-2.030942355
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2193	-2.187263565	-1.69680976
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2164	-2.866282616	-1.954269713
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2171	-2.831812791	-2.569974033
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2174	NA	-2.304891767
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2182	-3.146036015	-2.890641277
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2196	-1.292033578	-1.232011676
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2197	-2.094175236	-1.715436504
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2166	-3.395515501	-3.508303308
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2200	-2.715940361	-2.467292759
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2168	-3.877685693	-3.594800988
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2167	-2.917474304	-2.451338126
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2191	-2.476650743	-1.755103821
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2177	-2.306054008	-2.0495135
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2165	-2.12151104	-1.957707858
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2194	-2.940166094	-2.482864141
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2179	-2.845113143	-2.399317557
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2183	-2.83691332	-2.180903253
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2172	-3.008527285	-2.813637957
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2180	-2.269638289	NA
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2170	-3.347360755	-2.828612488
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2169	-2.837636828	-2.061707227
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2184	-3.26590893	-2.608502559
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2198	-3.381958611	-3.280957068
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2190	-2.371871162	-2.137117987
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2195	-2.354161685	-2.036082854
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2176	-2.53434461	-2.159824033
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2199	-2.719264876	-2.11861513
GW Drep vs. No Drep	9. FUBAR Avg. Detla	EF2189	-1.361741408	-0.855714834
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2178	0.090909091	0.134615385
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2192	0	0
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2181	0.061538462	0.071895425
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2193	0	0
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2164	0.012931034	0.030769231
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2171	0.080645161	0.067567568
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2174	NA	0.024316109
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2182	0	0
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2196	0.157894737	0.192307692
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2197	0	0
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2166	0	0
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2200	0.041666667	0.032258065
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2168	0.012820513	0.025316456
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2167	0.05	0.083333333
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2191	0.035714286	0.095238095
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2177	0	0.022222222
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2165	0.106060606	0.097222222
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2194	0	0
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2179	0.015873016	0.012987013
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2183	0	0
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2172	0	0
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2180	0.105263158	NA
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2170	0	0
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2169	0	0.004784689
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2184	0	0
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2198	0	0
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2190	0.038461538	0.107142857
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2195	0.12	0.086956522
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2176	0.05	0.105263158
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2199	0	0.035714286
GW Drep vs. No Drep	8. FUBAR Prop. Pos Sel.	EF2189	0.166666667	0.1875
